date,_id,place_name,place_type,lat,lng,text
Tue Sep 29 20:57:35 +0000 2020,1311047494021701632,Oadby,city,52.5883,-1.09612,"""Hovis granary wholemeal"" in #Leicester #UnitedKingdom https://t.co/KHBPPYeEON #foodwaste #free"
Tue Sep 29 20:43:53 +0000 2020,1311044046471585792,Oadby,city,52.5883,-1.09612,"""Celery"" in #Leicester #UnitedKingdom https://t.co/oVHNVROuEz #foodwaste #free"
Tue Sep 29 20:43:26 +0000 2020,1311043935322611712,Hammersmith,city,51.4865,-0.22651,"""Eat 17 - small baguettes"" in #London #UnitedKingdom https://t.co/UC9WVqrXP2 #foodwaste #free"
Tue Sep 29 20:41:30 +0000 2020,1311043448972083203,Barking,city,51.5409,0.122,"""Salad"" in #Dagenham #UnitedKingdom https://t.co/p26iZHTuMD #foodwaste #free"
Tue Sep 29 20:41:06 +0000 2020,1311043346257772544,Glasgow,city,55.872,-4.26896,"""Humous and Chipotle Wrap"" in #Glasgow #UnitedKingdom https://t.co/swatH6cNsW #foodwaste #free"
Tue Sep 29 20:21:16 +0000 2020,1311038353458917376,Camberwell,city,51.4955,-0.09768,"""Sandwich 🥪"" in #London #UnitedKingdom https://t.co/FLDnVg5KPM #foodwaste #free"
Tue Sep 29 19:58:56 +0000 2020,1311032734249295873,Portsmouth,city,50.819767,-1.087977,"""Kids bedroom curtains"" in #Portsmouth #UnitedKingdom https://t.co/GArue6kVL1 #zerowaste #free"
Tue Sep 29 19:58:13 +0000 2020,1311032553516793859,Warrington,city,53.3885,-2.66278,"""4 assorted bakery items"" in #Warrington #UnitedKingdom https://t.co/YEJaZp2aBN #foodwaste #free"
Tue Sep 29 19:58:10 +0000 2020,1311032540929708035,Warrington,city,53.3885,-2.66278,"""4 assorted bakery items"" in #Warrington #UnitedKingdom https://t.co/kIriMGNSNB #foodwaste #free"
Tue Sep 29 19:58:10 +0000 2020,1311032540178849792,Warrington,city,53.3885,-2.66278,"""4 assorted bakery items"" in #Warrington #UnitedKingdom https://t.co/LAT28vk6gI #foodwaste #free"
Tue Sep 29 19:57:24 +0000 2020,1311032347270287360,Ashford,city,51.1452,0.90016,"""Pret tuna Niçoise salad "" in #Ashford #UnitedKingdom https://t.co/yto9yG7rug #foodwaste #free"
Tue Sep 29 19:57:23 +0000 2020,1311032346091696130,Hammersmith,city,51.5045,-0.22014,"""Pret pastries (0 means nothing so pls don't re..."" in #London #UnitedKingdom https://t.co/YARykSOJEe #foodwaste #free"
Tue Sep 29 19:57:23 +0000 2020,1311032345898741764,Ashford,city,51.1452,0.90016,"""Pret tuna Niçoise salad "" in #Ashford #UnitedKingdom https://t.co/SVN7EjoUji #foodwaste #free"
Tue Sep 29 19:56:24 +0000 2020,1311032095662374912,Ashford,city,51.1452,0.90016,"""Pret egg n bacon baguette "" in #Ashford #UnitedKingdom https://t.co/nldgMU2YJx #foodwaste #free"
Tue Sep 29 19:56:14 +0000 2020,1311032056126857216,Ashford,city,51.1452,0.90016,"""Pret egg n bacon baguette "" in #Ashford #UnitedKingdom https://t.co/c9YypCYooH #foodwaste #free"
Tue Sep 29 19:55:56 +0000 2020,1311031981313060866,Hammersmith,city,51.5045,-0.22014,"""Pret sandwiches (0 means nothing so pls don't ..."" in #London #UnitedKingdom https://t.co/5Vgdc8bDeo #foodwaste #free"
Tue Sep 29 19:55:50 +0000 2020,1311031956474343429,East Ham,city,51.5027,0.04564,"""New Spectacle Frame"" in #London #UnitedKingdom https://t.co/mYZG6HX897 #zerowaste #free"
Tue Sep 29 19:55:25 +0000 2020,1311031849297358853,Ashford,city,51.1452,0.90016,"""Pret posh cheddar pickle baguette "" in #Ashford #UnitedKingdom https://t.co/EjPO8vJIpm #foodwaste #free"
Tue Sep 29 19:55:20 +0000 2020,1311031829839912961,Ashford,city,51.1452,0.90016,"""Pret posh cheddar pickle baguette "" in #Ashford #UnitedKingdom https://t.co/HuCa3N7FeZ #foodwaste #free"
Tue Sep 29 19:55:20 +0000 2020,1311031829483446281,Ashford,city,51.1452,0.90016,"""Pret posh cheddar pickle baguette "" in #Ashford #UnitedKingdom https://t.co/hv69nuVPXp #foodwaste #free"
Tue Sep 29 19:54:10 +0000 2020,1311031536620318722,Ashford,city,51.1452,0.90016,"""Pret avocado olives tomatoes baguette "" in #Ashford #UnitedKingdom https://t.co/kM4G3DMAmn #foodwaste #free"
Tue Sep 29 19:54:09 +0000 2020,1311031531880808448,Ashford,city,51.1452,0.90016,"""Pret avocado olives tomatoes baguette "" in #Ashford #UnitedKingdom https://t.co/lCemzpElqG #foodwaste #free"
Tue Sep 29 19:54:06 +0000 2020,1311031519214014464,Ashford,city,51.1452,0.90016,"""Pret avocado olives tomatoes baguette "" in #Ashford #UnitedKingdom https://t.co/Au2TjEG7c5 #foodwaste #free"
Tue Sep 29 19:54:00 +0000 2020,1311031494643679236,Ashford,city,51.1452,0.90016,"""Pret avocado olives tomatoes baguette "" in #Ashford #UnitedKingdom https://t.co/HlmzRB4dPd #foodwaste #free"
Tue Sep 29 19:54:00 +0000 2020,1311031492513075202,Ashford,city,51.1452,0.90016,"""Pret avocado olives tomatoes baguette "" in #Ashford #UnitedKingdom https://t.co/HD6sRa3ha7 #foodwaste #free"
Tue Sep 29 19:53:34 +0000 2020,1311031386103525376,Cambridge,city,52.2264,0.12106,"""Halloween and Christmas decorations"" in #Cambridge #UnitedKingdom https://t.co/ozfw0o0Zfx #zerowaste #free"
Tue Sep 29 19:53:34 +0000 2020,1311031384149032960,Warrington,city,53.3885,-2.66278,"""3 mixed croissants"" in #Warrington #UnitedKingdom https://t.co/cuV50JKjer #foodwaste #free"
Tue Sep 29 19:53:20 +0000 2020,1311031326825500674,Warrington,city,53.3885,-2.66278,"""3 mixed croissants"" in #Warrington #UnitedKingdom https://t.co/1nvWAuCojD #foodwaste #free"
Tue Sep 29 19:53:20 +0000 2020,1311031325797814272,Walthamstow,city,51.5533,0.00914,"""Used Buggy - Foldable Mountain Buggy Nano"" in #ForestGate #UnitedKingdom https://t.co/NqlzpJYqOX #zerowaste #free"
Tue Sep 29 19:52:58 +0000 2020,1311031231451222016,Ashford,city,51.1452,0.90016,"""Pret ham greve "" in #Ashford #UnitedKingdom https://t.co/gw9zlVz6cF #foodwaste #free"
Tue Sep 29 19:52:57 +0000 2020,1311031231103094787,Ashford,city,51.1452,0.90016,"""Pret ham greve "" in #Ashford #UnitedKingdom https://t.co/XN8KpC1Vlo #foodwaste #free"
Tue Sep 29 19:52:57 +0000 2020,1311031229823713281,Ashford,city,51.1452,0.90016,"""Pret ham greve "" in #Ashford #UnitedKingdom https://t.co/bGLYbyzW0Z #foodwaste #free"
Tue Sep 29 19:52:08 +0000 2020,1311031024479068161,Ashford,city,51.1452,0.90016,"""Pret Italian prosciutto baguette "" in #Ashford #UnitedKingdom https://t.co/6x31oNEJ6y #foodwaste #free"
Tue Sep 29 19:52:08 +0000 2020,1311031024202153989,Manchester,city,53.512,-2.20868,"""Pret egg roasted tomatoes breakfast sandwich "" in #Manchester #UnitedKingdom https://t.co/sQe1UhaJpZ #foodwaste #free"
Tue Sep 29 19:52:07 +0000 2020,1311031021580804096,Warrington,city,53.3885,-2.66278,"""Melon and grape pot"" in #Warrington #UnitedKingdom https://t.co/ZXVGzUeeFc #foodwaste #free"
Tue Sep 29 19:52:07 +0000 2020,1311031021031305217,Manchester,city,53.512,-2.20868,"""Pret egg roasted tomatoes breakfast sandwich "" in #Manchester #UnitedKingdom https://t.co/n11Ft1whEg #foodwaste #free"
Tue Sep 29 19:52:06 +0000 2020,1311031016220434434,Manchester,city,53.512,-2.20868,"""Pret egg roasted tomatoes breakfast sandwich "" in #Manchester #UnitedKingdom https://t.co/0K8yjWU27H #foodwaste #free"
Tue Sep 29 19:51:15 +0000 2020,1311030802612920321,Worthing,city,50.832228,-0.399619,"""BT WIFI box "" in #Worthing #UnitedKingdom https://t.co/VXPaB8oznJ #zerowaste #free"
Tue Sep 29 19:51:15 +0000 2020,1311030799827902470,Ashford,city,51.1452,0.90016,"""Pret classic super club sandwich "" in #Ashford #UnitedKingdom https://t.co/7luf04ApZ7 #foodwaste #free"
Tue Sep 29 19:51:03 +0000 2020,1311030753086631936,Ashford,city,51.1452,0.90016,"""Pret classic super club sandwich "" in #Ashford #UnitedKingdom https://t.co/dDnfZyWNP2 #foodwaste #free"
Tue Sep 29 19:50:58 +0000 2020,1311030728692559873,Ashford,city,51.1452,0.90016,"""Pret classic super club sandwich "" in #Ashford #UnitedKingdom https://t.co/HH4k6IXREU #foodwaste #free"
Tue Sep 29 19:50:58 +0000 2020,1311030728667410432,Camberwell,city,51.4875,-0.09256,"""Tea light candles "" in #London #UnitedKingdom https://t.co/BcGK1BWqm2 #zerowaste #free"
Tue Sep 29 19:50:58 +0000 2020,1311030728608673792,Manchester,city,53.512,-2.20868,"""Pret smoked salmon cheese open sandwich "" in #Manchester #UnitedKingdom https://t.co/u35375dXB0 #foodwaste #free"
Tue Sep 29 19:50:57 +0000 2020,1311030726435971079,Manchester,city,53.512,-2.20868,"""Pret smoked salmon cheese open sandwich "" in #Manchester #UnitedKingdom https://t.co/zD83VFk2tf #foodwaste #free"
Tue Sep 29 19:50:57 +0000 2020,1311030725894905856,Warrington,city,53.3885,-2.66278,"""4 Nectarines"" in #Warrington #UnitedKingdom https://t.co/Nq29Tqrhro #foodwaste #free"
Tue Sep 29 19:50:21 +0000 2020,1311030576502145025,Manchester,city,53.512,-2.20868,"""Pret museli bowls"" in #Manchester #UnitedKingdom https://t.co/TWA469yfit #foodwaste #free"
Tue Sep 29 19:50:08 +0000 2020,1311030518679506966,Ashford,city,51.1452,0.90016,"""Pret ham n cheese sandwich "" in #Ashford #UnitedKingdom https://t.co/8lfY2YMlk1 #foodwaste #free"
Tue Sep 29 19:50:06 +0000 2020,1311030513734422529,Manchester,city,53.512,-2.20868,"""Pret museli bowls"" in #Manchester #UnitedKingdom https://t.co/xcODkWCzPi #foodwaste #free"
Tue Sep 29 19:50:06 +0000 2020,1311030511641546752,Ashford,city,51.1452,0.90016,"""Pret ham n cheese sandwich "" in #Ashford #UnitedKingdom https://t.co/K9eDR7eBOU #foodwaste #free"
Tue Sep 29 19:49:20 +0000 2020,1311030318481145856,Ashford,city,51.1452,0.90016,"""Pret free range egg mayo sandwich "" in #Ashford #UnitedKingdom https://t.co/t5rWNJTJ1t #foodwaste #free"
Tue Sep 29 19:49:07 +0000 2020,1311030265628762112,Ashford,city,51.1452,0.90016,"""Pret free range egg mayo sandwich "" in #Ashford #UnitedKingdom https://t.co/0HUyh9qVZu #foodwaste #free"
Tue Sep 29 19:49:05 +0000 2020,1311030255608565762,Ashford,city,51.1452,0.90016,"""Pret free range egg mayo sandwich "" in #Ashford #UnitedKingdom https://t.co/9hnUOQeA4b #foodwaste #free"
Tue Sep 29 19:49:02 +0000 2020,1311030243399000067,Ashford,city,51.1452,0.90016,"""Pret free range egg mayo sandwich "" in #Ashford #UnitedKingdom https://t.co/WmrOnIdN43 #foodwaste #free"
Tue Sep 29 19:49:02 +0000 2020,1311030241557647367,Ashford,city,51.1452,0.90016,"""Pret free range egg mayo sandwich "" in #Ashford #UnitedKingdom https://t.co/9QggxFdNoX #foodwaste #free"
Tue Sep 29 19:48:54 +0000 2020,1311030208603054081,Warrington,city,53.3885,-2.66278,"""Roasted vegetable cous cous"" in #Warrington #UnitedKingdom https://t.co/b0LGivwwwg #foodwaste #free"
Tue Sep 29 19:48:50 +0000 2020,1311030191892967430,Manchester,city,53.512,-2.20868,"""Pret fruit salad "" in #Manchester #UnitedKingdom https://t.co/GgugjDFP9B #foodwaste #free"
Tue Sep 29 19:48:39 +0000 2020,1311030147299057665,Manchester,city,53.512,-2.20868,"""Pret fruit salad "" in #Manchester #UnitedKingdom https://t.co/8zVr29lQOZ #foodwaste #free"
Tue Sep 29 19:48:38 +0000 2020,1311030143947808770,Manchester,city,53.512,-2.20868,"""Pret fruit salad "" in #Manchester #UnitedKingdom https://t.co/aRP9NR5Dcm #foodwaste #free"
Tue Sep 29 19:48:32 +0000 2020,1311030117326630914,Manchester,city,53.512,-2.20868,"""Pret fruit salad "" in #Manchester #UnitedKingdom https://t.co/Cpd0LON4D5 #foodwaste #free"
Tue Sep 29 19:48:17 +0000 2020,1311030055389327361,Ashford,city,51.1452,0.90016,"""Pret tuna cucumber sandwich "" in #Ashford #UnitedKingdom https://t.co/lO4oZGeowv #foodwaste #free"
Tue Sep 29 19:48:15 +0000 2020,1311030046736424960,Ashford,city,51.1452,0.90016,"""Pret tuna cucumber sandwich "" in #Ashford #UnitedKingdom https://t.co/e4Ker6Gk5e #foodwaste #free"
Tue Sep 29 19:48:05 +0000 2020,1311030004298534919,Ashford,city,51.1452,0.90016,"""Pret tuna cucumber sandwich "" in #Ashford #UnitedKingdom https://t.co/dIrZZNujKI #foodwaste #free"
Tue Sep 29 19:47:52 +0000 2020,1311029949873229826,Islington,city,51.5399,-0.09411,"""iPad cover "" in #London #UnitedKingdom https://t.co/zjReu1ikzJ #zerowaste #free"
Tue Sep 29 19:47:47 +0000 2020,1311029929228861445,Camberwell,city,51.4955,-0.09768,"""Food box "" in #London #UnitedKingdom https://t.co/AStBKeouzI #foodwaste #free"
Tue Sep 29 19:47:32 +0000 2020,1311029866742132739,Camberwell,city,51.4955,-0.09768,"""Food box "" in #London #UnitedKingdom https://t.co/MzOUYZ6aGH #foodwaste #free"
Tue Sep 29 19:47:31 +0000 2020,1311029863285915648,Manchester,city,53.512,-2.20868,"""Pret tuna cucumber "" in #Manchester #UnitedKingdom https://t.co/XwhvphF5q8 #foodwaste #free"
Tue Sep 29 19:47:31 +0000 2020,1311029862304493568,Ashford,city,51.1452,0.90016,"""Pret Scottish smoked salmon sandwich "" in #Ashford #UnitedKingdom https://t.co/K29kgu3a7j #foodwaste #free"
Tue Sep 29 19:47:31 +0000 2020,1311029860295487488,Manchester,city,53.512,-2.20868,"""Pret tuna cucumber "" in #Manchester #UnitedKingdom https://t.co/1pYjO4Yuc9 #foodwaste #free"
Tue Sep 29 19:47:18 +0000 2020,1311029806008537092,Manchester,city,53.512,-2.20868,"""Pret tuna cucumber "" in #Manchester #UnitedKingdom https://t.co/iB9vFLqDbC #foodwaste #free"
Tue Sep 29 19:47:16 +0000 2020,1311029800228847616,Richmond,city,51.453032,-0.370004,"""Frozen barrel pencil case"" in #Twickenham #UnitedKingdom https://t.co/7PWPTBBcBE #zerowaste #free"
Tue Sep 29 19:47:15 +0000 2020,1311029793958305794,Cramlington,city,55.0746,-1.58551,"""Mug "" in #Cramlington #UnitedKingdom https://t.co/k0FKW47aJu #zerowaste #free"
Tue Sep 29 19:46:59 +0000 2020,1311029725788282880,Cramlington,city,55.0746,-1.58551,"""Cotton wool buds"" in #Cramlington #UnitedKingdom https://t.co/s3sqVqWNpo #zerowaste #free"
Tue Sep 29 19:46:58 +0000 2020,1311029723686895616,Cramlington,city,55.0746,-1.58551,"""Camouflage dog tunnel agility"" in #Cramlington #UnitedKingdom https://t.co/r7o6BrKP61 #zerowaste #free"
Tue Sep 29 19:46:57 +0000 2020,1311029721308770304,Ashford,city,51.1452,0.90016,"""Pret chicken avocado basil sandwich "" in #Ashford #UnitedKingdom https://t.co/JlvfXa589s #foodwaste #free"
Tue Sep 29 19:46:39 +0000 2020,1311029645291253763,Cramlington,city,55.0746,-1.58551,"""Football boots "" in #Cramlington #UnitedKingdom https://t.co/Zm99FKk4D8 #zerowaste #free"
Tue Sep 29 19:46:39 +0000 2020,1311029643353501699,Ashford,city,51.1452,0.90016,"""Pret chicken avocado basil sandwich "" in #Ashford #UnitedKingdom https://t.co/tvFGEdbFzw #foodwaste #free"
Tue Sep 29 19:46:38 +0000 2020,1311029641617068032,Ashford,city,51.1452,0.90016,"""Pret chicken avocado basil sandwich "" in #Ashford #UnitedKingdom https://t.co/pgPKqBrDVV #foodwaste #free"
Tue Sep 29 19:46:30 +0000 2020,1311029606103822341,Ashford,city,51.1452,0.90016,"""Pret chicken avocado basil sandwich "" in #Ashford #UnitedKingdom https://t.co/Trs77M5Crk #foodwaste #free"
Tue Sep 29 19:46:30 +0000 2020,1311029605457948672,Cramlington,city,55.0746,-1.58551,"""Packaging "" in #Cramlington #UnitedKingdom https://t.co/dbrlYY3sjM #zerowaste #free"
Tue Sep 29 19:46:30 +0000 2020,1311029604107407360,Ashford,city,51.1452,0.90016,"""Pret chicken avocado basil sandwich "" in #Ashford #UnitedKingdom https://t.co/qvPtordFqK #foodwaste #free"
Tue Sep 29 19:46:21 +0000 2020,1311029570137731074,Manchester,city,53.512,-2.20868,"""Pret smoked salmon cheese sandwich "" in #Manchester #UnitedKingdom https://t.co/xKKvoE8Zwn #foodwaste #free"
Tue Sep 29 19:46:20 +0000 2020,1311029566010527745,Manchester,city,53.512,-2.20868,"""Pret smoked salmon cheese sandwich "" in #Manchester #UnitedKingdom https://t.co/YojiRukpHu #foodwaste #free"
Tue Sep 29 19:46:09 +0000 2020,1311029518421954560,Cramlington,city,55.0746,-1.58551,"""Bulldog beard oil "" in #Cramlington #UnitedKingdom https://t.co/3cO3WZDloH #zerowaste #free"
Tue Sep 29 19:45:48 +0000 2020,1311029429301325824,Ashford,city,51.1452,0.90016,"""Pret humous chipotle wrap"" in #Ashford #UnitedKingdom https://t.co/nMBYyHlwcM #foodwaste #free"
Tue Sep 29 19:45:48 +0000 2020,1311029428529627146,Ashford,city,51.1452,0.90016,"""Pret humous chipotle wrap"" in #Ashford #UnitedKingdom https://t.co/7YmwmUNaBo #foodwaste #free"
Tue Sep 29 19:45:46 +0000 2020,1311029423630684161,Ashford,city,51.1452,0.90016,"""Pret humous chipotle wrap"" in #Ashford #UnitedKingdom https://t.co/HV6kZdFzjh #foodwaste #free"
Tue Sep 29 19:45:37 +0000 2020,1311029383520546822,Ashford,city,51.1452,0.90016,"""Pret humous chipotle wrap"" in #Ashford #UnitedKingdom https://t.co/xvddBg5z2s #foodwaste #free"
Tue Sep 29 19:45:33 +0000 2020,1311029367934517250,Cramlington,city,55.0746,-1.58551,"""Puppy chew spray 1/4 full"" in #Cramlington #UnitedKingdom https://t.co/nDHD2JiUZk #zerowaste #free"
Tue Sep 29 19:45:09 +0000 2020,1311029265996152833,Cramlington,city,55.0746,-1.58551,"""Groom room detangling spray dogs 3/4 full"" in #Cramlington #UnitedKingdom https://t.co/3nsTR5cUEq #zerowaste #free"
Tue Sep 29 19:44:49 +0000 2020,1311029181136986114,Ashford,city,51.1452,0.90016,"""Pret  Egan  holiday wrap"" in #Ashford #UnitedKingdom https://t.co/8m82esIVIJ #foodwaste #free"
Tue Sep 29 19:44:40 +0000 2020,1311029143543451652,Ashford,city,51.1452,0.90016,"""Pret  Egan  holiday wrap"" in #Ashford #UnitedKingdom https://t.co/W2TemXS81W #foodwaste #free"
Tue Sep 29 19:44:39 +0000 2020,1311029142025048064,Manchester,city,53.512,-2.20868,"""Pret egg mayo"" in #Manchester #UnitedKingdom https://t.co/tkHWeidPoY #foodwaste #free"
Tue Sep 29 19:44:37 +0000 2020,1311029132982132737,Manchester,city,53.512,-2.20868,"""Pret egg mayo"" in #Manchester #UnitedKingdom https://t.co/7fpVOeoeVV #foodwaste #free"
Tue Sep 29 19:44:32 +0000 2020,1311029111981248518,Manchester,city,53.512,-2.20868,"""Pret egg mayo"" in #Manchester #UnitedKingdom https://t.co/UCu6FU1H9a #foodwaste #free"
Tue Sep 29 19:44:31 +0000 2020,1311029108361637895,Manchester,city,53.512,-2.20868,"""Pret egg mayo"" in #Manchester #UnitedKingdom https://t.co/2DRJspcber #foodwaste #free"
Tue Sep 29 19:44:18 +0000 2020,1311029054175408129,Manchester,city,53.512,-2.20868,"""Pret egg mayo"" in #Manchester #UnitedKingdom https://t.co/7WvJEsNGIu #foodwaste #free"
Tue Sep 29 19:43:59 +0000 2020,1311028971841224705,Cramlington,city,55.0746,-1.58551,"""Bath salts past use by but never opened "" in #Cramlington #UnitedKingdom https://t.co/SqySmvweK5 #zerowaste #free"
Tue Sep 29 19:43:52 +0000 2020,1311028941591916548,Cramlington,city,55.0746,-1.58551,"""Kira hormonal balance tablets "" in #Cramlington #UnitedKingdom https://t.co/BuFOKjTh8V #zerowaste #free"
Tue Sep 29 19:43:52 +0000 2020,1311028941340184576,Islington,city,51.556,-0.10593,"""Armchair "" in #London #UnitedKingdom https://t.co/fKGlx0BYaW #zerowaste #free"
Tue Sep 29 19:43:40 +0000 2020,1311028891105009667,Manchester,city,53.512,-2.20868,"""Pret crayfish avocado no bread"" in #Manchester #UnitedKingdom https://t.co/juMVOoSkXn #foodwaste #free"
Tue Sep 29 19:43:29 +0000 2020,1311028848386084870,Ashford,city,51.1452,0.90016,"""Pret tuna melt toastie"" in #Ashford #UnitedKingdom https://t.co/pynrJgpttR #foodwaste #free"
Tue Sep 29 19:43:23 +0000 2020,1311028822083612676,Cramlington,city,55.0746,-1.58551,"""Small blind brand new unopened "" in #Cramlington #UnitedKingdom https://t.co/G2ieuNzl7X #zerowaste #free"
Tue Sep 29 19:43:10 +0000 2020,1311028765867286530,Cramlington,city,55.0746,-1.58551,"""Two dark brown Mirrors"" in #Cramlington #UnitedKingdom https://t.co/nJRiZ3WWZU #zerowaste #free"
Tue Sep 29 19:42:59 +0000 2020,1311028719818092552,Glasgow,city,55.872,-4.26896,"""Free range Egg Mayo "" in #Glasgow #UnitedKingdom https://t.co/73NsApoLMz #foodwaste #free"
Tue Sep 29 19:42:57 +0000 2020,1311028714772271104,Cramlington,city,55.0746,-1.58551,"""Pop socket pop clip mobile phone stand"" in #Cramlington #UnitedKingdom https://t.co/IcnExhDk93 #zerowaste #free"
Tue Sep 29 19:42:45 +0000 2020,1311028661592756225,Manchester,city,53.512,-2.20868,"""Pret egg spinach protein pot"" in #Manchester #UnitedKingdom https://t.co/qRGntYr9Ck #foodwaste #free"
Tue Sep 29 19:42:45 +0000 2020,1311028661479518214,Cramlington,city,55.0746,-1.58551,"""Lighters "" in #Cramlington #UnitedKingdom https://t.co/GD3rDxANcO #zerowaste #free"
Tue Sep 29 19:42:45 +0000 2020,1311028660493836288,Manchester,city,53.512,-2.20868,"""Pret egg spinach protein pot"" in #Manchester #UnitedKingdom https://t.co/KBUoVVjuD2 #foodwaste #free"
Tue Sep 29 19:42:44 +0000 2020,1311028659797581833,Ashford,city,51.1452,0.90016,"""Pret  ham cheese mustard toastie "" in #Ashford #UnitedKingdom https://t.co/4xMC3JyjBF #foodwaste #free"
Tue Sep 29 19:42:44 +0000 2020,1311028658598031360,Manchester,city,53.512,-2.20868,"""Pret egg spinach protein pot"" in #Manchester #UnitedKingdom https://t.co/XdVjkVitSG #foodwaste #free"
Tue Sep 29 19:42:44 +0000 2020,1311028658551824384,Ashford,city,51.1452,0.90016,"""Pret  ham cheese mustard toastie "" in #Ashford #UnitedKingdom https://t.co/WSBXSyfuqc #foodwaste #free"
Tue Sep 29 19:42:32 +0000 2020,1311028608924872705,Manchester,city,53.512,-2.20868,"""Pret egg spinach protein pot"" in #Manchester #UnitedKingdom https://t.co/QhSQXu5XDf #foodwaste #free"
Tue Sep 29 19:42:32 +0000 2020,1311028608891322370,Oxford,city,51.7613,-1.23827,"""Baguettes- ham x12"" in #Oxford #UnitedKingdom https://t.co/jqujxgJeG9 #foodwaste #free"
Tue Sep 29 19:42:32 +0000 2020,1311028608522215436,Cramlington,city,55.0746,-1.58551,"""Skinny fake tan dark"" in #Cramlington #UnitedKingdom https://t.co/wcWXuaHqVH #zerowaste #free"
Tue Sep 29 19:42:28 +0000 2020,1311028590834790409,Camberwell,city,51.4955,-0.09768,"""Yogurt pot "" in #London #UnitedKingdom https://t.co/5GYnoApIC3 #foodwaste #free"
Tue Sep 29 19:42:28 +0000 2020,1311028589429743617,Manchester,city,53.512,-2.20868,"""Pret egg spinach protein pot"" in #Manchester #UnitedKingdom https://t.co/sqME0B8Cp3 #foodwaste #free"
Tue Sep 29 19:42:22 +0000 2020,1311028565958422530,Cramlington,city,55.0746,-1.58551,"""Air wick ambi pure plug air freshener"" in #Cramlington #UnitedKingdom https://t.co/PAAypo7m3a #zerowaste #free"
Tue Sep 29 19:42:08 +0000 2020,1311028507162685447,Camden Town,city,51.554,-0.15,"""Snack box kindly donated by Eurostar "" in #London #UnitedKingdom https://t.co/VofgiXYEs8 #foodwaste #free"
Tue Sep 29 19:42:07 +0000 2020,1311028504641900550,Camberwell,city,51.4955,-0.09768,"""Yogurt pot "" in #London #UnitedKingdom https://t.co/3SqTyTlUw0 #foodwaste #free"
Tue Sep 29 19:42:02 +0000 2020,1311028480730165249,Camberwell,city,51.4955,-0.09768,"""Yogurt pot "" in #London #UnitedKingdom https://t.co/Ot3Va1Rc2v #foodwaste #free"
Tue Sep 29 19:41:54 +0000 2020,1311028449683922944,Camberwell,city,51.4955,-0.09768,"""Yogurt pot "" in #London #UnitedKingdom https://t.co/TLCbA389ff #foodwaste #free"
Tue Sep 29 19:41:46 +0000 2020,1311028415869448192,Thaxted,city,51.956,0.34309,"""Washing basket "" in #Dunmow #UnitedKingdom https://t.co/ZEgKDXx5eH #zerowaste #free"
Tue Sep 29 19:41:46 +0000 2020,1311028413860392967,Cramlington,city,55.0746,-1.58551,"""Loose leaf tea chamomile fennel"" in #Cramlington #UnitedKingdom https://t.co/IXOQudG9X5 #foodwaste #free"
Tue Sep 29 19:41:46 +0000 2020,1311028413860282369,Camberwell,city,51.4955,-0.09768,"""Yogurt pot "" in #London #UnitedKingdom https://t.co/Xv8XkQecdX #foodwaste #free"
Tue Sep 29 19:41:46 +0000 2020,1311028413591891969,Glasgow,city,55.872,-4.26896,"""Tuna and Cucumber Sandwich"" in #Glasgow #UnitedKingdom https://t.co/gnUNM385a6 #foodwaste #free"
Tue Sep 29 19:41:39 +0000 2020,1311028384940593152,Glasgow,city,55.872,-4.26896,"""Tuna and Cucumber Sandwich"" in #Glasgow #UnitedKingdom https://t.co/gwiPGqLHVl #foodwaste #free"
Tue Sep 29 19:41:38 +0000 2020,1311028383044767745,Glasgow,city,55.872,-4.26896,"""Tuna and Cucumber Sandwich"" in #Glasgow #UnitedKingdom https://t.co/LaEbLqzNV4 #foodwaste #free"
Tue Sep 29 19:41:05 +0000 2020,1311028245010288645,Cramlington,city,55.0746,-1.58551,"""Glass wood cafetière french press coffee"" in #Cramlington #UnitedKingdom https://t.co/iiVRB2ubAU #zerowaste #free"
Tue Sep 29 19:41:02 +0000 2020,1311028228660834305,Ashford,city,51.1452,0.90016,"""Pret fruit salad "" in #Ashford #UnitedKingdom https://t.co/WQAvrqHkFh #foodwaste #free"
Tue Sep 29 19:40:57 +0000 2020,1311028210994421762,Ashford,city,51.1452,0.90016,"""Pret fruit salad "" in #Ashford #UnitedKingdom https://t.co/5XPnG3ywvs #foodwaste #free"
Tue Sep 29 19:40:57 +0000 2020,1311028210893754369,Camberwell,city,51.4955,-0.09768,"""Fruit pot "" in #London #UnitedKingdom https://t.co/f4YIPYPwbl #foodwaste #free"
Tue Sep 29 19:40:57 +0000 2020,1311028208968650754,Ashford,city,51.1452,0.90016,"""Pret fruit salad "" in #Ashford #UnitedKingdom https://t.co/EoosqMUMH3 #foodwaste #free"
Tue Sep 29 19:40:49 +0000 2020,1311028175435173891,Camberwell,city,51.4955,-0.09768,"""Fruit pot "" in #London #UnitedKingdom https://t.co/68eYd6yV8f #foodwaste #free"
Tue Sep 29 19:40:48 +0000 2020,1311028172331327494,Camberwell,city,51.4955,-0.09768,"""Fruit pot "" in #London #UnitedKingdom https://t.co/lSZlA7QmHc #foodwaste #free"
Tue Sep 29 19:40:48 +0000 2020,1311028172000047106,Manchester,city,53.512,-2.20868,"""Pret macaroni cheese kale cauliflower "" in #Manchester #UnitedKingdom https://t.co/6cgT9MZkHH #foodwaste #free"
